SN112EK12.5     1.33358    0.003565
SN112EK17.5     1.27925  0.00354275
SN112EK22.5     1.22975  0.00373025
SN112EK27.5     1.18355  0.00397975
SN112EK32.5     1.14067  0.00429125
SN112EK37.5     1.09887  0.00463525
SN112EK42.5     1.05815  0.00501175
SN112EK47.5     1.02194    0.005433
SN112EK52.5    0.990243    0.005899
SN112EK57.5     0.95734  0.00638225
SN112EK62.5    0.923233  0.00688275
SN112EK67.5    0.893721   0.0074595
SN112EK72.5    0.868802   0.0081125
SN112EK77.5    0.842839  0.00880875
SN112EK82.5     0.81583  0.00954825
SN112EK87.5    0.798162   0.0104782
SN124EK12.5     1.58199  0.00403475
SN124EK17.5     1.53763  0.00405475
SN124EK22.5     1.50328  0.00432825
SN124EK27.5     1.47528  0.00470475
SN124EK32.5     1.45361  0.00518425
SN124EK37.5     1.43331    0.005728
SN124EK42.5     1.41437    0.006336
SN124EK47.5     1.39636   0.0070145
SN124EK52.5     1.37925   0.0077635
SN124EK57.5     1.36457   0.0085865
SN124EK62.5     1.35233   0.0094835
SN124EK67.5     1.33036   0.0103875
SN124EK72.5     1.29864   0.0112985
SN124EK77.5     1.27599   0.0123912
SN124EK82.5     1.26238   0.0136658
SN124EK87.5     1.24329   0.0150195
DREK12.5     1.18665  0.00438092
DREK17.5     1.20257  0.00461425
DREK22.5     1.22305  0.00513116
DREK27.5     1.24724  0.00580499
DREK32.5     1.27513  0.00663574
DREK37.5     1.30524  0.00761948
DREK42.5     1.33758  0.00875621
DREK47.5     1.36699   0.0100361
DREK52.5     1.39347   0.0114591
DREK60.0     1.44615   0.0140989
DREK70.0     1.49179   0.0180923
DREK80.0     1.53146   0.0232319
DREK87.5     1.55758   0.0278008
