SN112EK12.5     1.33977   0.0034975
SN112EK17.5     1.26794   0.0034295
SN112EK22.5     1.20511   0.0035805
SN112EK27.5     1.15171   0.0038085
SN112EK32.5     1.10773   0.0041135
SN112EK37.5     1.06816  0.00446275
SN112EK42.5     1.03301  0.00485625
SN112EK47.5     1.00199    0.005294
SN112EK52.5    0.975095    0.005776
SN112EK57.5    0.951892  0.00631175
SN112EK62.5    0.932375  0.00690125
SN112EK67.5    0.911071    0.007541
SN112EK72.5    0.887977    0.008231
SN112EK77.5    0.866921    0.008989
SN112EK82.5      0.8479    0.009815
SN112EK87.5    0.837782    0.010878
SN124EK12.5     1.58439  0.00395975
SN124EK17.5      1.5199    0.003934
SN124EK22.5     1.47083    0.004176
SN124EK27.5     1.43061  0.00451325
SN124EK32.5     1.39922  0.00494575
SN124EK37.5     1.37749  0.00547125
SN124EK42.5     1.36542  0.00608975
SN124EK47.5     1.35199   0.0067615
SN124EK52.5     1.33718   0.0074865
SN124EK57.5     1.33069    0.008338
SN124EK62.5     1.33251    0.009316
SN124EK67.5     1.32688   0.0103405
SN124EK72.5     1.31379   0.0114115
SN124EK77.5     1.30488   0.0126523
SN124EK82.5     1.30015   0.0140627
SN124EK87.5     1.29234   0.0156135
DREK12.5     1.18309   0.0042712
DREK17.5     1.19953   0.0045103
DREK22.5     1.22135  0.00503971
DREK27.5     1.24276  0.00570443
DREK32.5     1.26377  0.00650446
DREK37.5     1.29039  0.00747089
DREK42.5     1.32262  0.00860374
DREK47.5     1.34975  0.00985124
DREK52.5     1.37179   0.0112134
DREK60.0     1.41404   0.0136934
DREK70.0     1.46841   0.0177315
DREK80.0     1.51976   0.0228976
DREK87.5     1.54256   0.0273526
