SN112EK42.5 1.00372 0.00483725
SN112EK47.5 0.976418 0.005277
SN112EK52.5 0.957217 0.005789
SN112EK57.5 0.941624 0.0063795
SN112EK62.5 0.929639 0.0070485
SN112EK67.5 0.914902 0.007752
SN112EK72.5 0.897415 0.00849
SN112EK77.5 0.879411 0.00930525
SN112EK82.5 0.860891 0.0101978
SN124EK42.5 1.34387 0.006134
SN124EK47.5 1.33974 0.00685425
SN124EK52.5 1.34331 0.00768675
SN124EK57.5 1.34441 0.00861275
SN124EK62.5 1.34305 0.00963225
SN124EK67.5 1.34458 0.010772
SN124EK72.5 1.34898 0.012032
SN124EK77.5 1.35824 0.0135475
SN124EK82.5 1.37235 0.0153185
SN124EK87.5 1.37013 0.017063
DREK12.5 1.17846 0.00442933
DREK17.5 1.19615 0.00466891
DREK22.5 1.21819 0.00520463
DREK27.5 1.24401 0.00590227
DREK32.5 1.2736 0.00676181
DREK37.5 1.30553 0.00777035
DREK42.5 1.3398 0.0089279
DREK47.5 1.37256 0.0102436
DREK52.5 1.40381 0.0117174
DREK60.0 1.43639 0.0142197
DREK70.0 1.4869 0.0183939
DREK80.0 1.57009 0.0242924
DREK87.5 1.61351 0.02939
