SN112EK12.5     1.32581    0.003436
SN112EK17.5     1.26798  0.00340875
SN112EK22.5      1.2199  0.00360425
SN112EK27.5     1.17586  0.00386475
SN112EK32.5     1.13584  0.00419025
SN112EK37.5     1.09969   0.0045635
SN112EK42.5      1.0674   0.0049845
SN112EK47.5     1.04009  0.00547175
SN112EK52.5     1.01777  0.00602525
SN112EK57.5    0.995428  0.00661225
SN112EK62.5    0.973072  0.00723275
SN112EK67.5    0.954975  0.00797325
SN112EK72.5    0.941136  0.00883375
SN112EK77.5    0.927822  0.00975025
SN112EK82.5    0.915031   0.0107227
SN112EK87.5    0.899607    0.011819
SN124EK12.5     1.56934   0.0039035
SN124EK17.5     1.52001  0.00391825
SN124EK22.5     1.48327  0.00418875
SN124EK27.5     1.45522    0.004568
SN124EK32.5     1.43585    0.005056
SN124EK37.5      1.4239  0.00564475
SN124EK42.5     1.41936  0.00633425
SN124EK47.5      1.4175    0.007111
SN124EK52.5     1.41832    0.007975
SN124EK57.5     1.41729    0.008925
SN124EK62.5     1.41439    0.009961
SN124EK67.5     1.41599   0.0111613
SN124EK72.5     1.42207   0.0125257
SN124EK77.5      1.4238   0.0140075
SN124EK82.5     1.42118   0.0156065
SN124EK87.5     1.41898    0.017435
DREK12.5     1.18418  0.00424997
DREK17.5     1.19926   0.0044816
DREK22.5      1.2164  0.00498696
DREK27.5     1.23826  0.00565132
DREK32.5     1.26483  0.00647469
DREK37.5     1.29559  0.00746612
DREK42.5     1.33053  0.00862563
DREK47.5     1.36335  0.00994145
DREK52.5     1.39406   0.0114136
DREK60.0     1.43917   0.0140021
DREK70.0     1.49719     0.01828
DREK80.0     1.54405   0.0235587
DREK87.5     1.57779   0.0284621
