SN112EK42.5 0.898711 0.003843
SN112EK47.5 0.841728 0.00397625
SN112EK52.5 0.791279 0.00413075
SN112EK57.5 0.747067 0.00430325
SN112EK62.5 0.709095 0.00449375
SN112EK67.5 0.669708 0.00467525
SN112EK72.5 0.628907 0.00484775
SN112EK77.5 0.595395 0.00507475
SN112EK82.5 0.569175 0.00535625
SN124EK42.5 1.16856 0.00465
SN124EK47.5 1.11261 0.00485825
SN124EK52.5 1.05789 0.00507075
SN124EK57.5 1.00606 0.00529175
SN124EK62.5 0.957136 0.00552125
SN124EK67.5 0.909277 0.00575375
SN124EK72.5 0.862485 0.00598925
SN124EK77.5 0.822236 0.00627475
SN124EK82.5 0.788529 0.00661025
SN124EK87.5 0.750195 0.006907
DREK12.5 1.18204 0.0042424
DREK17.5 1.20174 0.00447735
DREK22.5 1.22053 0.00493188
DREK27.5 1.23792 0.00546753
DREK32.5 1.2539 0.00608431
DREK37.5 1.27515 0.00681034
DREK42.5 1.30167 0.00764561
DREK47.5 1.3225 0.00855088
DREK52.5 1.33766 0.00952614
DREK60.0 1.34836 0.0110786
DREK70.0 1.36521 0.013584
DREK80.0 1.38334 0.016688
DREK87.5 1.38602 0.0193255
