SN112EK12.5     1.34402  0.00372825
SN112EK17.5     1.23145   0.0035205
SN112EK22.5     1.14124   0.0035635
SN112EK27.5     1.06477    0.003671
SN112EK32.5     1.00204    0.003843
SN112EK37.5    0.948879  0.00405925
SN112EK42.5    0.905293  0.00431975
SN112EK47.5    0.870396  0.00463325
SN112EK52.5    0.844187  0.00499975
SN112EK57.5    0.816426    0.005379
SN112EK62.5     0.78711    0.005771
SN112EK67.5    0.764791   0.0062545
SN112EK72.5    0.749468   0.0068295
SN112EK77.5    0.733224  0.00745825
SN112EK82.5    0.716062  0.00814075
SN112EK87.5    0.700396   0.0089155
SN124EK12.5     1.57963    0.004175
SN124EK17.5     1.47492    0.004005
SN124EK22.5     1.38735    0.004097
SN124EK27.5     1.31703  0.00428525
SN124EK32.5     1.26397  0.00456975
SN124EK37.5     1.22051    0.004915
SN124EK42.5     1.18664    0.005321
SN124EK47.5     1.15672   0.0057735
SN124EK52.5     1.13074   0.0062725
SN124EK57.5     1.10815  0.00683275
SN124EK62.5     1.08895  0.00745425
SN124EK67.5     1.07169   0.0081525
SN124EK72.5     1.05637   0.0089275
SN124EK77.5     1.04304    0.009787
SN124EK82.5     1.03169    0.010731
SN124EK87.5     1.01926   0.0118045
DREK12.5     1.17718  0.00450202
DREK17.5      1.1987  0.00475254
DREK22.5     1.21672  0.00525732
DREK27.5     1.23801  0.00590344
DREK32.5     1.26256   0.0066909
DREK37.5     1.28711  0.00759876
DREK42.5     1.31167  0.00862702
DREK47.5     1.32919  0.00972745
DREK52.5     1.33969   0.0109001
DREK60.0     1.37112   0.0131181
DREK70.0     1.40551   0.0166168
DREK80.0     1.43199   0.0210005
DREK87.5     1.45542   0.0251009
